sample,cg00107488,cg00132108,cg00463767,cg00497967,cg00697290,cg00907399,cg01176047,cg01244944,cg01617933,cg01651378,cg01970040,cg02072885,cg02154186,cg02427230,cg02553305,cg02595280,cg02675969,cg03704073,cg03996539,cg04199615,cg04235548,cg04521449,cg05036013,cg05151803,cg05189242,cg05270866,cg05571448,cg05573262,cg05576992,cg05597349,cg05633523,cg05829424,cg05995528,cg06056415,cg06102612,cg07478467,cg07508649,cg08017634,cg08129658,cg08138586,cg08350119,cg08451832,cg08743751,cg08869700,cg08888956,cg09000385,cg09270525,cg09406004,cg10105884,cg10547843,cg10938586,cg11910782,cg11925609,cg12756093,cg13475995,cg13937817,cg13979887,cg14028015,cg14213581,cg14718568,cg15974196,cg16072462,cg16230581,cg16257091,cg16257655,cg16717578,cg16814023,cg17045389,cg17249268,cg18354954,cg18374181,cg18474081,cg18482656,cg18764836,cg19422019,cg19430489,cg19560588,cg19707040,cg19814159,cg20486569,cg20540428,cg20999932,cg21514735,cg21842523,cg22198132,cg22571038,cg23202177,cg23221052,cg23313885,cg24289452,cg24335310,cg24941457,cg25086874,cg25627226,cg26523264,cg26667395,cg26681822,cg26893861,cg26939283,cg27079776,stage
TCGA-AQ-A0Y5-01A,0.475579098951642,0.0619448024246818,0.625330712367434,0.0611522394178845,0.0,0.533550359491148,0.779862968721484,0.071013052534241,0.948722703422408,0.687606341804078,0.558463455938361,0.561185354353541,0.604523315673186,0.031272551250596,0.0721165297653408,0.230136871129622,0.890893594239836,0.353352183891697,0.144059956900387,0.0,0.0,0.387653079717948,0.0,0.383646192434084,0.515941448075963,0.835518376152614,0.0,0.47611829865515,0.308304730218428,0.177194759776248,0.0514267323625307,0.95429338170547,0.765482534684832,0.112063356018369,0.240575323210384,0.471427594582509,0.826606534882801,0.238958903903907,0.639525452090026,0.773493699996064,0.0,0.621773819696187,0.707492862574785,0.643523591140903,0.292163333818593,0.502256285378335,0.686888011820202,0.411795468855726,0.669070090313094,0.402257850113971,0.0176299491549623,0.727382116938214,0.906114577319915,0.832280548895435,0.672544284418865,0.924789661672688,0.0,0.603873381598443,0.462818803340102,0.0206283669235558,0.0,0.179916674177406,0.935034412433238,0.837973187043472,0.493129569776591,0.0,0.499273023238566,0.173994327446922,0.540754930728436,0.82565573252943,0.510873945907271,0.179038416273353,0.196217617295153,0.0,0.55624603510058,0.0,0.807286123516209,0.304724543653826,0.637160073965764,0.672695617007713,0.283493775993853,0.688169284123534,0.283312645706168,0.0267879131112193,0.107433726433355,0.0133469134025602,0.795460284565034,0.348482261202509,0.608210608301501,0.310070607658366,0.729113954494731,0.947865158595912,0.0,0.0501547785252733,0.747226204848371,0.0707554568281182,0.0,0.289084650320144,0.784665983734139,0.0,early
TCGA-EW-A2FW-01A,0.905288920815004,0.0666881691811249,0.301910039623367,0.243675577817227,0.0,0.657600328670974,0.249840480687082,0.103992639263773,0.899191847015918,0.630667001392086,0.949456166560669,0.0692918866904497,0.125566732643092,0.0357440254925169,0.131879923598847,0.0841698583622999,0.723576371220358,0.0,0.0776482398361781,0.888978102368207,0.221696087640177,0.678074464163096,0.912767765025805,0.171241151093765,0.0809167286673161,0.91107338710912,0.92377552874214,0.0648610509614712,0.225875960847589,0.105322929456386,0.0539597468153201,0.961183337776252,0.719906604290673,0.380659472242987,0.124256610301039,0.844225607983301,0.0,0.458838935008091,0.0,0.866790412372943,0.0,0.0939038487857554,0.511050423285726,0.913618046618177,0.486781398247805,0.377022953774344,0.689208621109224,0.198931453772923,0.733035685481091,0.164973433492407,0.020017110238905,0.40965246626058,0.915846201651043,0.899548511639053,0.68011106814922,0.939979526658284,0.17558149918774,0.503592361741157,0.232626793185228,0.0212551978044336,0.136249388450634,0.103252256261196,0.69791340049319,0.14920623234644,0.708729639342096,0.91593884473716,0.935427557226556,0.0945440353616956,0.51751947803204,0.0,0.0996147255853371,0.836566171193492,0.147034085065363,0.848987330007914,0.56993651940465,0.0974352481799154,0.866191331582308,0.0306119055840662,0.483894249061992,0.618445293193459,0.585031075151649,0.238067820736258,0.839464760591145,0.0202314485643423,0.569578163828887,0.0155822959145315,0.0,0.883705674225389,0.859043120452595,0.951361044852091,0.756037926364227,0.90646752840212,0.898060227019028,0.070834930017978,0.78912790943948,0.510343181614127,0.172459915020415,0.513753432306806,0.922082823657195,0.0,early
TCGA-B6-A0IK-01A,0.454781940191564,0.0765640182377416,0.640085957822916,0.0716518935476013,0.0,0.877527304869044,0.72261183021081,0.0832616536327515,0.916398914106427,0.682308096223965,0.548215313135154,0.0129048660986944,0.128628237278019,0.510416583256481,0.0602240879079787,0.389140086449803,0.892571498358139,0.691589928379548,0.0,0.0,0.0,0.822987267674102,0.929486827734593,0.285131769749024,0.438053805355212,0.933513744743052,0.0,0.0420971187380864,0.416359080004792,0.588571234083465,0.0,0.867343807594509,0.835039725973506,0.589522030347978,0.126808952426159,0.0,0.0,0.328595988345007,0.58429258104459,0.867868658125454,0.220047348481496,0.515117368011686,0.191691888044666,0.751676943667984,0.706477607330938,0.496546245648214,0.912943831773276,0.627575839621086,0.80088104812982,0.457110128777681,0.0278966555850876,0.780881940907483,0.892743581598717,0.0,0.785352818933618,0.879519610217902,0.0,0.702318208998615,0.644395099605633,0.612638321501525,0.0,0.28434011706592,0.789689698455298,0.0,0.558725424758967,0.0,0.573595778476492,0.398954284140183,0.870420891502206,0.0,0.548163576695534,0.0,0.0,0.736142794226488,0.423061433708665,0.0,0.0,0.479889517915321,0.861810878649579,0.207883720793165,0.35202261626876,0.790917490109935,0.708035916586636,0.0267387923802793,0.261963413480045,0.556366507742725,0.842566831755645,0.387960717068836,0.0,0.480478813054719,0.694513080168689,0.915913026478297,0.898059333649401,0.433724197297091,0.700475056150802,0.317079271511925,0.0,0.0670929173753055,0.885585636414236,0.0,early
TCGA-E2-A1L7-01A,0.257828132544946,0.0561148285805105,0.744656923743215,0.49108092433854,0.899023183698026,0.938856769638263,0.890356003584364,0.0636726039765019,0.745525901342849,0.884127568372726,0.582392213957773,0.573067761542364,0.140292439909689,0.517228823155766,0.0384336307870845,0.268087779582327,0.846356220287735,0.56117238314521,0.190207502640491,0.84988047165492,0.266071281317412,0.827548774295928,0.954999938581391,0.410675460232887,0.332321996156292,0.915635915686097,0.0,0.496859368933874,0.608948995271509,0.170478416012888,0.0422149131344437,0.936574673686994,0.832794244075736,0.114461127418369,0.0735974712939266,0.896835771739605,0.823760355594021,0.414925378020035,0.943510960310069,0.922799336293823,0.37668552112365,0.151011905422762,0.460477710983439,0.75676819268097,0.804281998032167,0.724411587442812,0.876190223869087,0.297839710461201,0.802757706326074,0.354535741796887,0.0195638500432429,0.690534339144471,0.890205902137641,0.905934438964883,0.891368143236751,0.857064417727156,0.0,0.76006123602477,0.454244245719716,0.0233030169552388,0.205887103986657,0.185361190364356,0.836673074697245,0.652902238065873,0.909489266233481,0.910652321646961,0.769397526735998,0.126690743116756,0.287173742651894,0.897802221970938,0.420185068154215,0.228059389423428,0.863782884069655,0.86698068367439,0.517326634989028,0.0,0.0,0.31209160778308,0.798791785873451,0.684952371215222,0.239784401164602,0.80169320316455,0.748496058118055,0.0250083650051719,0.0965311471588631,0.501044080245747,0.766250020542597,0.933510222587198,0.883922697671466,0.939602167582308,0.825499588490547,0.964349910018737,0.844265603500783,0.0964428817697344,0.855510068018868,0.530865893713259,0.187760048209681,0.293746444188286,0.856901634805566,0.67308337823014,early
TCGA-E9-A247-01A,0.655189548512223,0.0720515479904284,0.826009284426419,0.0742086834075405,0.0,0.849372808893849,0.290848674577428,0.0978558649610697,0.792302760389102,0.670665392867637,0.933222556813339,0.771447006632372,0.114464951932288,0.0372915240549783,0.0865815379624775,0.399965962221796,0.910126069855827,0.0,0.0575232020604929,0.933552045215535,0.0,0.873248810400195,0.916280400017745,0.782463118800345,0.667860801352895,0.930960962647471,0.896387890772116,0.0525137139446362,0.488076527741242,0.10077675881915,0.0,0.961695174426363,0.847392595991861,0.58979761745051,0.488236845577543,0.185105169637986,0.90494291565704,0.696109592397174,0.0,0.922767501592118,0.893922437780548,0.115286769564256,0.811766890273815,0.920261993799384,0.806334617968615,0.879941093365738,0.687089217064988,0.452772841295572,0.891554541586981,0.180605742405297,0.0221488909850044,0.505716239931158,0.90102885307707,0.892840892834868,0.822095857210192,0.953060552747893,0.0,0.816056656966797,0.179957204914436,0.021543949825053,0.196256979586452,0.115535710135614,0.939602435197248,0.724518286810094,0.88495663762657,0.938579577527616,0.351617534713504,0.0902694471246552,0.490891363653676,0.889500214426743,0.351991947471196,0.405907518253427,0.857061851866861,0.932722589167218,0.890318034288385,0.0585095660386442,0.941435078710053,0.607856727112812,0.805692933274609,0.822025270412207,0.253546781921413,0.605969091673198,0.840994594826863,0.0314528389666852,0.0794157993292147,0.013100765865399,0.761753036261753,0.291298045495457,0.912388459705686,0.961522247125767,0.712782481276869,0.915521941194055,0.862495860487941,0.497842346169566,0.876459482673252,0.0976581514958918,0.300832047743045,0.542283777925329,0.886509226607715,0.833946188604933,early
TCGA-AR-A0U0-01A,0.261387719674255,0.119728009268119,0.634399008628586,0.0551458747826711,0.0,0.564167334757282,0.553787902921785,0.139160070805116,0.901374874835199,0.586015795204762,0.93252499010014,0.0129833193185604,0.211452840010511,0.388048884442415,0.121962246824304,0.119228169607204,0.478811606151517,0.715930996691927,0.0,0.0,0.871868641170451,0.0,0.889276168347761,0.0323671741901611,0.294679564815142,0.825287258351712,0.0,0.0658694726792367,0.538993490189866,0.605481451332046,0.0,0.929523088990891,0.842581665804789,0.656046440870426,0.0606157719690939,0.877428818862951,0.0,0.278073925358942,0.776184858369729,0.892444695968092,0.0,0.262841628595587,0.437426473532255,0.589632575615109,0.325312512513013,0.0,0.575491065791392,0.505438783990627,0.571257890354546,0.862534403103578,0.0163338968475784,0.658410063647552,0.0,0.0,0.751535572451016,0.826925626138839,0.0,0.521254580176145,0.0,0.0233317259913992,0.0,0.357602980307798,0.653921324354128,0.0,0.578444847870695,0.920684405429641,0.900331504642214,0.188484038852438,0.83379010872911,0.0,0.625938466581913,0.0,0.0,0.85312562504919,0.420419774927476,0.0,0.0,0.0423188574118334,0.727966947417182,0.123035658034009,0.164150148070179,0.592660633748307,0.528914576960437,0.0241986926294149,0.136504159802782,0.443218449320662,0.764004141630005,0.926109176046347,0.634936104386244,0.475333156281326,0.412740975909402,0.859758697253124,0.0,0.507577726409174,0.686187527937098,0.0,0.157057403538758,0.056952453627463,0.680492177423556,0.0,early
TCGA-E2-A1LI-01A,0.0864232266547841,0.1007078920199,0.574360845434783,0.390383501956753,0.898463322502545,0.868348004483631,0.455736556547232,0.0983067979374867,0.843150053877704,0.459456935750542,0.557666682555039,0.0174409779843571,0.287733472162086,0.460949440786884,0.552422656324847,0.227987290055176,0.48333512322949,0.577368652003811,0.145415225160933,0.0,0.876370449722591,0.388367422989165,0.910195554303758,0.270913835089704,0.264705878485613,0.809564242148947,0.0,0.118869692488263,0.508597521841654,0.124328551870135,0.780312784325611,0.894405377589781,0.781896663877448,0.484221689681534,0.081065474886823,0.772293937628011,0.736344129510325,0.294541885757421,0.629394713597633,0.875042354019129,0.0,0.140510134797603,0.526069784352149,0.647675736432987,0.548804569442866,0.332772314479488,0.708173202760349,0.343701750053028,0.508292836381497,0.779755251067187,0.0190115265635175,0.486860241215914,0.8276380804667,0.898411842668672,0.209821573590297,0.576589291523118,0.352341263117559,0.510463436525982,0.573121466159995,0.0180351435672836,0.0,0.313380515835274,0.495165021835132,0.0,0.666896333287766,0.0,0.44106369279206,0.189127247601518,0.548170182619564,0.0,0.29200826548188,0.428630941050212,0.0,0.779134489365224,0.6152966021493,0.0,0.634496916063306,0.369567783716215,0.357579825117539,0.385738235422275,0.448764632215064,0.376805356856375,0.328982023349841,0.0191352458195249,0.163417871799701,0.0112635035177042,0.599586119140412,0.269661821040604,0.204540362972371,0.525406428118773,0.564095878348389,0.91621483830954,0.880210029689138,0.556502756846583,0.761138880749488,0.419986561126327,0.198080022360019,0.0854206197802003,0.306433441957893,0.0,early
TCGA-B6-A0WV-01A,0.641519597430881,0.0632206388044491,0.8480197800977,0.122375169682977,0.0,0.2574952698384,0.386358149699459,0.13949276217712,0.894851183294687,0.0,0.93530942713815,0.0133087465359163,0.133593359521414,0.276886872334441,0.208699365893364,0.125517697506375,0.904761281159374,0.0,0.0,0.0,0.0,0.0,0.0,0.0562667925459848,0.655522725510691,0.934804316942257,0.0,0.051009706140364,0.646696272569585,0.50970702405221,0.133661949157576,0.921099797241591,0.813785388387961,0.19393512186844,0.0719322316351453,0.0,0.0,0.70795467613495,0.148496094887912,0.0,0.0,0.0796844157134487,0.249263450606921,0.901043372643131,0.417490436537658,0.0,0.317244617693426,0.327068801959789,0.883851053581882,0.233898068248207,0.0144345034966992,0.530858003240632,0.0,0.0,0.836528228821473,0.85221083913122,0.0,0.242645988612094,0.221648926971662,0.0218862215534008,0.0,0.268827096068534,0.901117499993045,0.0,0.493263379758482,0.86896593648127,0.730205239985179,0.10272747894999,0.670711826230058,0.0,0.0696234750390318,0.167632755173501,0.0,0.791286954824127,0.195825265314543,0.0,0.0,0.0129694512765177,0.253271451604509,0.717303430020192,0.381985462484859,0.682039148058367,0.488767684209633,0.0239554317661971,0.513671088834206,0.482534773335253,0.0,0.385632434549994,0.829982490526846,0.951515987919945,0.709286913003158,0.878725692056047,0.0,0.0552235355317679,0.743572085654736,0.100782746844849,0.0,0.172911185495883,0.486671848756636,0.0,late
TCGA-A2-A0SV-01A,0.308306361141224,0.0532290117934071,0.67149873975321,0.130777873835303,0.0,0.761887828546224,0.39738455210345,0.0989683754720603,0.861526433567398,0.469714127912621,0.537076596582225,0.0158030478921043,0.670722523822275,0.0575312991309637,0.0994231513900747,0.122884830584338,0.875423498977166,0.417085109061374,0.124690226913303,0.0,0.0,0.773124242044117,0.914122590459867,0.255401841184229,0.555033539872495,0.899966818982399,0.0,0.0354988788450078,0.421969187304976,0.357844899175097,0.146228437933453,0.932179918211368,0.719840954879765,0.126727090284132,0.100835028266979,0.29646839812267,0.0,0.237398600057967,0.559563952245002,0.0,0.0,0.80205486684792,0.147823349285516,0.850736875120981,0.446823390938364,0.619450682716942,0.396821322789099,0.675197716972209,0.829342099547468,0.340434015911046,0.0306587056453915,0.623629292979451,0.864255782281263,0.0,0.792429450748845,0.888811449271392,0.0,0.519139875429881,0.451121375735597,0.521639630554975,0.0,0.457612274005755,0.553591387972984,0.0,0.696436542013804,0.901460521989429,0.551780286127841,0.443304786387265,0.0,0.0,0.248983536797605,0.154437078369945,0.190889746135478,0.839455836993985,0.609965495989486,0.0,0.874257299046259,0.100087130875259,0.457726582676118,0.793462087361097,0.527146139653719,0.699093736829298,0.283520380055022,0.0293996693086871,0.120566348742009,0.29146234570428,0.672899269861788,0.397109871993738,0.329448569608487,0.69464237705788,0.486874366208034,0.938119484210782,0.0,0.769670411463486,0.836623798279621,0.352636161216869,0.167260217262741,0.0981537573356589,0.903097130006427,0.0,early
TCGA-BH-A1FD-01A,0.345339744024113,0.550856467835133,0.759732138689506,0.40142678187989,0.0,0.613988618832563,0.0,0.610749586759653,0.655782117929345,0.870839345422261,0.901485196601861,0.751616720592253,0.728542936141749,0.0227093025744213,0.11382895033016,0.323219208907747,0.943505744299305,0.374776287032268,0.12979175074414,0.0,0.0,0.0,0.0,0.481288947402514,0.0717220748169389,0.922632091258993,0.0,0.226669415045625,0.777988314257893,0.52533999693846,0.0697287980899138,0.959442275617093,0.80403916243746,0.205362153733233,0.481085096349671,0.222095628518886,0.849659270005756,0.462735898675893,0.664247233938786,0.847528213569026,0.235117325392844,0.714297626864668,0.47930237278234,0.743361429016436,0.666916267706281,0.747375928114424,0.87667372347944,0.569340282396501,0.858659326268422,0.243172345317322,0.0133305011830066,0.92185898881327,0.881237764729511,0.846240990419346,0.791032609326221,0.911132199139501,0.0,0.673126155494339,0.301695599191843,0.0545618377076979,0.0,0.280860558576333,0.9085682605849,0.851359312733022,0.789249749122002,0.900199941188114,0.849107351339933,0.110278495581152,0.858064456105565,0.0,0.520993476883203,0.359027025700086,0.0,0.819014133899215,0.570916312304016,0.0,0.848860960401746,0.512922881605384,0.310737454780001,0.71682222789547,0.640135798300883,0.490478997836711,0.821050399371522,0.439628926500579,0.0786247157230077,0.0131480418844048,0.91711849110279,0.872806896613049,0.815801163546154,0.78730177363251,0.80511631663045,0.967480252864214,0.0,0.680526670222374,0.820860170842977,0.411751908665946,0.0,0.0887144849739378,0.634356406184936,0.0,late
